"evaluation","predictionThreshold","preferenceThreshold","positiveCount","negativeCount","trueCount","falseCount","truePositiveCount","trueNegativeCount","falsePositiveCount","falseNegativeCount","f1Score","accuracy","sensitivity","falseNegativeRate","falsePositiveRate","specificity","positivePredictiveValue","falseDiscoveryRate","negativePredictiveValue","falseOmissionRate","positiveLikelihoodRatio","negativeLikelihoodRatio","diagnosticOddsRatio"
"Test",0.892947341647129,0.988119797977826,19,749,70,698,17,696,2,53,0.382022471910112,0.928385416666667,0.242857142857143,0.757142857142857,0.00286532951289398,0.997134670487106,0.894736842105263,0.105263157894737,0.929238985313752,0.0707610146862483,84.7571428571429,0.75931855500821,111.622641509434
"Test",0.892933130772988,0.988118052810555,20,748,70,698,18,696,2,52,0.4,0.9296875,0.257142857142857,0.742857142857143,0.00286532951289398,0.997134670487106,0.9,0.1,0.93048128342246,0.0695187165775401,89.7428571428571,0.744991789819376,120.461538461538
"Test",0.889566429214531,0.987703208427845,21,747,70,698,19,696,2,51,0.417582417582418,0.930989583333333,0.271428571428571,0.728571428571429,0.00286532951289398,0.997134670487106,0.904761904761905,0.0952380952380952,0.931726907630522,0.0682730923694779,94.7285714285714,0.730665024630542,129.647058823529
"Test",0.888411218356154,0.987560219795237,22,746,70,698,20,696,2,50,0.434782608695652,0.932291666666667,0.285714285714286,0.714285714285714,0.00286532951289398,0.997134670487106,0.909090909090909,0.0909090909090909,0.932975871313673,0.0670241286863271,99.7142857142857,0.716338259441708,139.2
"Test",0.88612630177729,0.987276424194518,23,745,70,698,21,696,2,49,0.451612903225806,0.93359375,0.3,0.7,0.00286532951289398,0.997134670487106,0.91304347826087,0.0869565217391304,0.934228187919463,0.0657718120805369,104.7,0.702011494252874,149.142857142857
"Test",0.885414882390121,0.987187797528237,24,744,70,698,22,696,2,48,0.468085106382979,0.934895833333333,0.314285714285714,0.685714285714286,0.00286532951289398,0.997134670487106,0.916666666666667,0.0833333333333333,0.935483870967742,0.0645161290322581,109.685714285714,0.687684729064039,159.5
"Test",0.883730628612639,0.986977472749109,25,743,70,698,22,695,3,48,0.463157894736842,0.93359375,0.314285714285714,0.685714285714286,0.00429799426934097,0.995702005730659,0.88,0.12,0.935397039030956,0.0646029609690444,73.1238095238095,0.688674203494347,106.180555555556
"Test",0.883192388160134,0.986910108640823,26,742,70,698,23,695,3,47,0.479166666666667,0.934895833333333,0.328571428571429,0.671428571428571,0.00429799426934097,0.995702005730659,0.884615384615385,0.115384615384615,0.936657681940701,0.0633423180592992,76.447619047619,0.674326824254882,113.368794326241
"Test",0.882462750314415,0.986818673481425,27,741,70,698,24,695,3,46,0.494845360824742,0.936197916666667,0.342857142857143,0.657142857142857,0.00429799426934097,0.995702005730659,0.888888888888889,0.111111111111111,0.937921727395412,0.0620782726045884,79.7714285714286,0.659979445015416,120.869565217391
"Test",0.878839392263842,0.986362613533268,28,740,70,698,24,694,4,46,0.489795918367347,0.934895833333333,0.342857142857143,0.657142857142857,0.00573065902578797,0.994269340974212,0.857142857142857,0.142857142857143,0.937837837837838,0.0621621621621622,59.8285714285714,0.660930424042816,90.5217391304348
"Test",0.876120737040151,0.9860182280606,29,739,70,698,24,693,5,46,0.484848484848485,0.93359375,0.342857142857143,0.657142857142857,0.00716332378223496,0.992836676217765,0.827586206896552,0.172413793103448,0.937753721244926,0.0622462787550744,47.8628571428571,0.661884147598433,72.3130434782609
"Test",0.874981626147282,0.985873366951099,30,738,70,698,25,693,5,45,0.5,0.934895833333333,0.357142857142857,0.642857142857143,0.00716332378223496,0.992836676217765,0.833333333333333,0.166666666666667,0.939024390243902,0.0609756097560976,49.8571428571429,0.647495361781076,77
"Test",0.874207065921667,0.985774674631951,31,737,70,698,26,693,5,44,0.514851485148515,0.936197916666667,0.371428571428571,0.628571428571429,0.00716332378223496,0.992836676217765,0.838709677419355,0.161290322580645,0.940298507462687,0.0597014925373134,51.8514285714286,0.633106575963719,81.9
"Test",0.872253515262269,0.985525068306638,32,736,70,698,27,693,5,43,0.529411764705882,0.9375,0.385714285714286,0.614285714285714,0.00716332378223496,0.992836676217765,0.84375,0.15625,0.941576086956522,0.0584239130434783,53.8457142857143,0.618717790146362,87.0279069767442
"Test",0.870848828516196,0.985344977068262,33,735,70,698,28,693,5,42,0.543689320388349,0.938802083333333,0.4,0.6,0.00716332378223496,0.992836676217765,0.848484848484849,0.151515151515152,0.942857142857143,0.0571428571428571,55.84,0.604329004329004,92.4
"Test",0.869933451966454,0.985227341580039,34,734,70,698,29,693,5,41,0.557692307692308,0.940104166666667,0.414285714285714,0.585714285714286,0.00716332378223496,0.992836676217765,0.852941176470588,0.147058823529412,0.944141689373297,0.055858310626703,57.8342857142857,0.589940218511647,98.0341463414634
"Test",0.869660353809146,0.985192203089136,35,733,70,698,30,693,5,40,0.571428571428571,0.94140625,0.428571428571429,0.571428571428571,0.00716332378223496,0.992836676217765,0.857142857142857,0.142857142857143,0.945429740791269,0.0545702592087312,59.8285714285714,0.57555143269429,103.95
"Test",0.867851639282477,0.984958988025939,36,732,70,698,31,693,5,39,0.584905660377359,0.942708333333333,0.442857142857143,0.557142857142857,0.00716332378223496,0.992836676217765,0.861111111111111,0.138888888888889,0.94672131147541,0.0532786885245902,61.8228571428571,0.561162646876933,110.169230769231
"Test",0.867640422213702,0.984931697580428,37,731,70,698,32,693,5,38,0.598130841121495,0.944010416666667,0.457142857142857,0.542857142857143,0.00716332378223496,0.992836676217765,0.864864864864865,0.135135135135135,0.948016415868673,0.0519835841313269,63.8171428571428,0.546773861059575,116.715789473684
"Test",0.863999015270197,0.984459348895211,38,730,70,698,33,693,5,37,0.611111111111111,0.9453125,0.471428571428571,0.528571428571429,0.00716332378223496,0.992836676217765,0.868421052631579,0.131578947368421,0.949315068493151,0.0506849315068493,65.8114285714286,0.532385075242218,123.616216216216
"Test",0.863866619001709,0.984442108532765,39,729,70,698,34,693,5,36,0.623853211009174,0.946614583333333,0.485714285714286,0.514285714285714,0.00716332378223496,0.992836676217765,0.871794871794872,0.128205128205128,0.950617283950617,0.0493827160493827,67.8057142857143,0.517996289424861,130.9
"Test",0.862751206619283,0.984296675851457,40,728,70,698,35,693,5,35,0.636363636363636,0.947916666666667,0.5,0.5,0.00716332378223496,0.992836676217765,0.875,0.125,0.951923076923077,0.0480769230769231,69.8,0.503607503607504,138.6
"Test",0.860560456323319,0.984010064033513,41,727,70,698,36,693,5,34,0.648648648648649,0.94921875,0.514285714285714,0.485714285714286,0.00716332378223496,0.992836676217765,0.878048780487805,0.121951219512195,0.953232462173315,0.046767537826685,71.7942857142857,0.489218717790146,146.752941176471
"Test",0.859304568884599,0.983845175244795,42,726,70,698,36,692,6,34,0.642857142857143,0.947916666666667,0.514285714285714,0.485714285714286,0.00859598853868195,0.991404011461318,0.857142857142857,0.142857142857143,0.953168044077135,0.046831955922865,59.8285714285714,0.489925681255161,122.117647058824
"Test",0.858961759757282,0.98380009277893,43,725,70,698,37,692,6,33,0.654867256637168,0.94921875,0.528571428571429,0.471428571428571,0.00859598853868195,0.991404011461318,0.86046511627907,0.13953488372093,0.95448275862069,0.0455172413793103,61.4904761904762,0.475516102394715,129.313131313131
"Test",0.857040239222987,0.983546804848549,44,724,70,698,38,692,6,32,0.666666666666667,0.950520833333333,0.542857142857143,0.457142857142857,0.00859598853868195,0.991404011461318,0.863636363636364,0.136363636363636,0.955801104972376,0.0441988950276243,63.1523809523809,0.461106523534269,136.958333333333
"Test",0.853667947409169,0.983099843224928,45,723,70,698,39,692,6,31,0.678260869565217,0.951822916666667,0.557142857142857,0.442857142857143,0.00859598853868195,0.991404011461318,0.866666666666667,0.133333333333333,0.957123098201936,0.0428769017980636,64.8142857142857,0.446696944673823,145.096774193548
"Test",0.852161833424287,0.982899213157864,46,722,70,698,40,692,6,30,0.689655172413793,0.953125,0.571428571428571,0.428571428571429,0.00859598853868195,0.991404011461318,0.869565217391304,0.130434782608696,0.958448753462604,0.0415512465373961,66.4761904761905,0.432287365813377,153.777777777778
"Test",0.8519634908775,0.982872745121721,47,721,70,698,41,692,6,29,0.700854700854701,0.954427083333333,0.585714285714286,0.414285714285714,0.00859598853868195,0.991404011461318,0.872340425531915,0.127659574468085,0.959778085991678,0.0402219140083218,68.1380952380952,0.417877786952931,163.057471264368
"Test",0.851486565959486,0.982809056729051,48,720,70,698,42,692,6,28,0.711864406779661,0.955729166666667,0.6,0.4,0.00859598853868195,0.991404011461318,0.875,0.125,0.961111111111111,0.0388888888888889,69.8,0.403468208092486,173
"Test",0.850485067042251,0.982675111356347,49,719,70,698,43,692,6,27,0.722689075630252,0.95703125,0.614285714285714,0.385714285714286,0.00859598853868195,0.991404011461318,0.877551020408163,0.122448979591837,0.962447844228095,0.0375521557719054,71.4619047619048,0.38905862923204,183.679012345679
"Test",0.835570763271337,0.98064687632451,50,718,70,698,44,692,6,26,0.733333333333333,0.958333333333333,0.628571428571429,0.371428571428571,0.00859598853868195,0.991404011461318,0.88,0.12,0.963788300835655,0.0362116991643454,73.1238095238095,0.374649050371594,195.179487179487
"Test",0.833329954906567,0.980336609760542,51,717,70,698,45,692,6,25,0.743801652892562,0.959635416666667,0.642857142857143,0.357142857142857,0.00859598853868195,0.991404011461318,0.882352941176471,0.117647058823529,0.96513249651325,0.0348675034867503,74.7857142857143,0.360239471511148,207.6
"Test",0.832731347982433,0.980253476261774,52,716,70,698,46,692,6,24,0.754098360655738,0.9609375,0.657142857142857,0.342857142857143,0.00859598853868195,0.991404011461318,0.884615384615385,0.115384615384615,0.966480446927374,0.0335195530726257,76.447619047619,0.345829892650702,221.055555555556
"Test",0.82853335863767,0.979667491766727,53,715,70,698,46,691,7,24,0.747967479674797,0.959635416666667,0.657142857142857,0.342857142857143,0.0100286532951289,0.989971346704871,0.867924528301887,0.132075471698113,0.966433566433566,0.0335664335664336,65.5265306122449,0.346330370064089,189.202380952381
"Test",0.827070861476503,0.979462115020333,54,714,70,698,47,691,7,23,0.758064516129032,0.9609375,0.671428571428571,0.328571428571429,0.0100286532951289,0.989971346704871,0.87037037037037,0.12962962962963,0.967787114845938,0.0322128851540616,66.9510204081633,0.331899937978086,201.72049689441
"Test",0.807925930067476,0.976713354320276,55,713,70,698,48,691,7,22,0.768,0.962239583333333,0.685714285714286,0.314285714285714,0.0100286532951289,0.989971346704871,0.872727272727273,0.127272727272727,0.96914446002805,0.0308555399719495,68.3755102040816,0.317469505892082,215.376623376623
"Test",0.804153642877627,0.976158186720417,56,712,70,698,49,691,7,21,0.777777777777778,0.963541666666667,0.7,0.3,0.0100286532951289,0.989971346704871,0.875,0.125,0.970505617977528,0.0294943820224719,69.8,0.303039073806078,230.333333333333
"Test",0.801691140493613,0.975793305766661,57,711,70,698,50,691,7,20,0.78740157480315,0.96484375,0.714285714285714,0.285714285714286,0.0100286532951289,0.989971346704871,0.87719298245614,0.12280701754386,0.971870604781997,0.0281293952180028,71.2244897959184,0.288608641720074,246.785714285714
"Test",0.800228277750355,0.975575613005294,58,710,70,698,51,691,7,19,0.796875,0.966145833333333,0.728571428571429,0.271428571428571,0.0100286532951289,0.989971346704871,0.879310344827586,0.120689655172414,0.973239436619718,0.0267605633802817,72.6489795918367,0.274178209634071,264.96992481203
"Test",0.782848798935757,0.972934832715615,59,709,70,698,52,691,7,18,0.806201550387597,0.967447916666667,0.742857142857143,0.257142857142857,0.0100286532951289,0.989971346704871,0.88135593220339,0.11864406779661,0.974612129760226,0.0253878702397743,74.0734693877551,0.259747777548067,285.174603174603
"Test",0.767713031109013,0.970549923210661,60,708,70,698,53,691,7,17,0.815384615384615,0.96875,0.757142857142857,0.242857142857143,0.0100286532951289,0.989971346704871,0.883333333333333,0.116666666666667,0.975988700564972,0.0240112994350282,75.4979591836735,0.245317345462063,307.756302521008
"Test",0.46155510339568,0.895260661481054,61,707,70,698,53,690,8,17,0.809160305343511,0.967447916666667,0.757142857142857,0.242857142857143,0.0114613180515759,0.988538681948424,0.868852459016393,0.131147540983607,0.975954738330976,0.024045261669024,66.0607142857143,0.245672877846791,268.897058823529
"Test",0.451837923812149,0.891531058625059,62,706,70,698,53,689,9,17,0.803030303030303,0.966145833333333,0.757142857142857,0.242857142857143,0.0128939828080229,0.987106017191977,0.854838709677419,0.145161290322581,0.975920679886686,0.0240793201133144,58.7206349206349,0.246029442255857,238.673202614379
"Test",0.38993575810333,0.864378355009664,63,705,70,698,53,688,10,17,0.796992481203007,0.96484375,0.757142857142857,0.242857142857143,0.0143266475644699,0.98567335243553,0.841269841269841,0.158730158730159,0.975886524822695,0.024113475177305,52.8485714285714,0.246387043189369,214.494117647059
"Test",0.345924190353702,0.840602825983384,64,704,70,698,53,687,11,17,0.791044776119403,0.963541666666667,0.757142857142857,0.242857142857143,0.0157593123209169,0.984240687679083,0.828125,0.171875,0.975852272727273,0.0241477272727273,48.0441558441558,0.246745685173633,194.711229946524
"Test",0.336583607159386,0.834956093658967,65,703,70,698,53,686,12,17,0.785185185185185,0.962239583333333,0.757142857142857,0.242857142857143,0.0171919770773639,0.982808022922636,0.815384615384615,0.184615384615385,0.975817923186344,0.0241820768136558,44.0404761904762,0.247105372761349,178.225490196078
"Test",0.32093255913528,0.824947586670185,66,702,70,698,53,685,13,17,0.779411764705882,0.9609375,0.757142857142857,0.242857142857143,0.0186246418338109,0.981375358166189,0.803030303030303,0.196969696969697,0.975783475783476,0.0242165242165242,40.6527472527472,0.247466110531804,164.276018099547
"Test",0.297701964636903,0.808680462979179,67,701,70,698,53,684,14,17,0.773722627737226,0.959635416666667,0.757142857142857,0.242857142857143,0.0200573065902579,0.979942693409742,0.791044776119403,0.208955223880597,0.975748930099857,0.0242510699001427,37.7489795918367,0.247827903091061,152.319327731092
"Test",0.279955647803753,0.794952750278486,68,700,70,698,53,683,15,17,0.768115942028986,0.958333333333333,0.757142857142857,0.242857142857143,0.0214899713467049,0.978510028653295,0.779411764705882,0.220588235294118,0.975714285714286,0.0242857142857143,35.232380952381,0.248190755072161,141.956862745098
"Test",0.273553120114615,0.7896894177218,69,699,70,698,53,682,16,17,0.762589928057554,0.95703125,0.757142857142857,0.242857142857143,0.0229226361031519,0.977077363896848,0.768115942028985,0.231884057971014,0.975679542203147,0.0243204577968526,33.0303571428571,0.248554671135316,132.889705882353
"Test",0.0638599297252763,0.40483739398885,70,698,70,698,53,681,17,17,0.757142857142857,0.955729166666667,0.757142857142857,0.242857142857143,0.0243553008595989,0.975644699140401,0.757142857142857,0.242857142857143,0.975644699140401,0.0243553008595989,31.0873949579832,0.248919655968114,124.889273356401
"Test",0.0607648065806532,0.392138664266838,71,697,70,698,53,680,18,17,0.75177304964539,0.954427083333333,0.757142857142857,0.242857142857143,0.0257879656160458,0.974212034383954,0.746478873239437,0.253521126760563,0.975609756097561,0.024390243902439,29.3603174603175,0.249285714285714,117.777777777778
"Test",0.0537786673271467,0.361727122466393,72,696,70,698,53,679,19,17,0.746478873239437,0.953125,0.757142857142857,0.242857142857143,0.0272206303724928,0.972779369627507,0.736111111111111,0.263888888888889,0.975574712643678,0.0244252873563218,27.815037593985,0.249652850831054,111.414860681115
"Test",0.0487901350239047,0.33838876139065,73,695,70,698,53,678,20,17,0.741258741258741,0.951822916666667,0.757142857142857,0.242857142857143,0.0286532951289398,0.97134670487106,0.726027397260274,0.273972602739726,0.975539568345324,0.0244604316546763,26.4242857142857,0.250021070375053,105.688235294118
"Test",0.0483987511128842,0.33649608936532,74,694,70,698,53,677,21,17,0.736111111111111,0.950520833333333,0.757142857142857,0.242857142857143,0.0300859598853868,0.969914040114613,0.716216216216216,0.283783783783784,0.975504322766571,0.0244956772334294,25.1659863945578,0.250390377716818,100.50700280112
"Test",0.0474970093355554,0.332099932339761,75,693,70,698,53,676,22,17,0.731034482758621,0.94921875,0.757142857142857,0.242857142857143,0.0315186246418338,0.968481375358166,0.706666666666667,0.293333333333333,0.975468975468975,0.0245310245310245,24.0220779220779,0.250760777683855,95.7967914438503
"Test",0.0470215685860475,0.329761929980749,76,692,70,698,53,675,23,17,0.726027397260274,0.947916666666667,0.757142857142857,0.242857142857143,0.0329512893982808,0.967048710601719,0.697368421052632,0.302631578947368,0.975433526011561,0.0245664739884393,22.9776397515528,0.251132275132275,91.4961636828644
"Test",0.046812535124298,0.328729552739853,77,691,70,698,53,674,24,17,0.72108843537415,0.946614583333333,0.757142857142857,0.242857142857143,0.0343839541547278,0.965616045845272,0.688311688311688,0.311688311688312,0.975397973950796,0.0246020260492041,22.0202380952381,0.251504874947011,87.5539215686274
"Test",0.0451102607498757,0.320219710864175,78,690,70,698,53,673,25,17,0.716216216216216,0.9453125,0.757142857142857,0.242857142857143,0.0358166189111748,0.964183381088825,0.67948717948718,0.320512820512821,0.97536231884058,0.0246376811594203,21.1394285714286,0.251878582042029,83.9270588235294
"Test",0.0446121408275601,0.317694452492413,79,689,70,698,53,672,26,17,0.711409395973154,0.944010416666667,0.757142857142857,0.242857142857143,0.0372492836676218,0.962750716332378,0.670886075949367,0.329113924050633,0.975326560232221,0.0246734397677794,20.3263736263736,0.252253401360544,80.579185520362
"Test",0.0445052063720547,0.317150236791258,80,688,70,698,53,671,27,17,0.706666666666667,0.942708333333333,0.757142857142857,0.242857142857143,0.0386819484240688,0.961318051575931,0.6625,0.3375,0.975290697674419,0.0247093023255814,19.573544973545,0.25262933787524,77.479302832244
"Test",0.0440809675154324,0.314983808128347,81,687,70,698,53,670,28,17,0.701986754966887,0.94140625,0.757142857142857,0.242857142857143,0.0401146131805158,0.959885386819484,0.654320987654321,0.345679012345679,0.975254730713246,0.024745269286754,18.8744897959184,0.253006396588486,74.6008403361344
"Test",0.043950171517696,0.314313496675908,82,686,70,698,53,669,29,17,0.697368421052632,0.940104166666667,0.757142857142857,0.242857142857143,0.0415472779369628,0.958452722063037,0.646341463414634,0.353658536585366,0.975218658892128,0.0247813411078717,18.223645320197,0.253384582532565,71.920892494929
"Test",0.0438001615048191,0.313543325660917,83,685,70,698,53,668,30,17,0.69281045751634,0.938802083333333,0.757142857142857,0.242857142857143,0.0429799426934097,0.95702005730659,0.63855421686747,0.36144578313253,0.975182481751825,0.0248175182481752,17.6161904761905,0.253763900769889,69.4196078431372
"Test",0.0435636122413557,0.312325822563404,84,684,70,698,53,667,31,17,0.688311688311688,0.9375,0.757142857142857,0.242857142857143,0.0444126074498567,0.955587392550143,0.630952380952381,0.369047619047619,0.975146198830409,0.0248538011695906,17.0479262672811,0.254144356393232,67.0796963946869
"Test",0.043010559222863,0.309464745963297,85,683,70,698,53,666,32,17,0.683870967741935,0.936197916666667,0.757142857142857,0.242857142857143,0.0458452722063037,0.954154727793696,0.623529411764706,0.376470588235294,0.97510980966325,0.0248901903367496,16.5151785714286,0.254525954525955,64.8860294117647
"Test",0.0415914515398112,0.302028764647363,86,682,70,698,53,665,33,17,0.679487179487179,0.934895833333333,0.757142857142857,0.242857142857143,0.0472779369627507,0.952722063037249,0.616279069767442,0.383720930232558,0.975073313782991,0.0249266862170088,16.0147186147186,0.254908700322234,62.825311942959
"Test",0.0408412916215452,0.298042017174458,87,681,70,698,53,664,34,17,0.67515923566879,0.93359375,0.757142857142857,0.242857142857143,0.0487106017191977,0.951289398280802,0.609195402298851,0.390804597701149,0.97503671071953,0.0249632892804699,15.5436974789916,0.255292598967298,60.8858131487889
"Test",0.0405983284170488,0.296742348870281,88,680,70,698,53,663,35,17,0.670886075949367,0.932291666666667,0.757142857142857,0.242857142857143,0.0501432664756447,0.949856733524355,0.602272727272727,0.397727272727273,0.975,0.025,15.0995918367347,0.255677655677656,59.0571428571429
"Test",0.0405778038324415,0.296632367691218,89,679,70,698,53,662,36,17,0.666666666666667,0.930989583333333,0.757142857142857,0.242857142857143,0.0515759312320917,0.948424068767908,0.595505617977528,0.404494382022472,0.974963181148748,0.0250368188512518,14.6801587301587,0.256063875701338,57.3300653594771
"Test",0.0401196501079236,0.294169594125909,90,678,70,698,53,661,37,17,0.6625,0.9296875,0.757142857142857,0.242857142857143,0.0530085959885387,0.946991404011461,0.588888888888889,0.411111111111111,0.974926253687316,0.0250737463126844,14.2833976833977,0.256451264318133,55.6963434022258
"Test",0.0401070352084408,0.294101572995605,91,677,70,698,53,660,38,17,0.658385093167702,0.928385416666667,0.757142857142857,0.242857142857143,0.0544412607449857,0.945558739255014,0.582417582417582,0.417582417582418,0.974889217134417,0.0251107828655835,13.9075187969925,0.256839826839827,54.1486068111455
"Test",0.0399571375347699,0.293292438352275,92,676,70,698,53,659,39,17,0.654320987654321,0.927083333333333,0.757142857142857,0.242857142857143,0.0558739255014327,0.944126074498567,0.576086956521739,0.423913043478261,0.974852071005917,0.0251479289940828,13.5509157509158,0.257229568610449,52.6802413273002
"Test",0.0390507458172626,0.288365479000706,93,675,70,698,53,658,40,17,0.650306748466258,0.92578125,0.757142857142857,0.242857142857143,0.0573065902578797,0.94269340974212,0.56989247311828,0.43010752688172,0.974814814814815,0.0251851851851852,13.2121428571429,0.257620495006513,51.2852941176471
"Test",0.0379933047903414,0.282541919341361,94,674,70,698,53,657,41,17,0.646341463414634,0.924479166666667,0.757142857142857,0.242857142857143,0.0587392550143266,0.941260744985673,0.563829787234043,0.436170212765957,0.974777448071217,0.0252225519287834,12.8898954703833,0.258012611437269,49.9583931133429
"Test",0.0379663317503721,0.282392294901625,95,673,70,698,53,656,42,17,0.642424242424242,0.923177083333333,0.757142857142857,0.242857142857143,0.0601719197707736,0.939828080229226,0.557894736842105,0.442105263157895,0.974739970282318,0.025260029717682,12.5829931972789,0.258405923344948,48.6946778711485
"Test",0.0378127477320442,0.281539305479266,96,672,70,698,53,655,43,17,0.63855421686747,0.921875,0.757142857142857,0.242857142857143,0.0616045845272206,0.938395415472779,0.552083333333333,0.447916666666667,0.974702380952381,0.025297619047619,12.290365448505,0.258800436205016,47.4897400820793
"Test",0.0376184791983532,0.280457841075104,97,671,70,698,53,654,44,17,0.634730538922156,0.920572916666667,0.757142857142857,0.242857142857143,0.0630372492836676,0.936962750716332,0.54639175257732,0.45360824742268,0.974664679582712,0.0253353204172876,12.011038961039,0.259196155526431,46.3395721925134
"Test",0.0371992187667916,0.278114247678816,98,670,70,698,53,653,45,17,0.630952380952381,0.919270833333333,0.757142857142857,0.242857142857143,0.0644699140401146,0.935530085959885,0.540816326530612,0.459183673469388,0.974626865671642,0.0253731343283582,11.744126984127,0.259593086851892,45.240522875817
